name,addr,dat,x,y,status,id
Ишимовское кладбище,"Республика Татарстан, Камско-Устьинский район, д. Ишимово, 0, 3 км к северо-востоку",XIII-XIV вв. до н.э. ,55.155202778,49.066702775,1,560
Кабанское городище,"Республика Татарстан, г. Казань, Приволжский район, пос. Горки, на высоком берегу озера Ср. Кабан, на территории НПО ""Нива""",XIII-XIV вв. н.э. ,55.743572222,49.164680554,1,561
Кабы-Копрынское местонахождение,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 1, 4 км к югу",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.321891667,48.561169442,1,562
Кабы-Копрынское местонахождение II,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 1, 2 км к юго-юго-востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.327652778,48.582886108,1,563
Кабы-Копрынское поселение I,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 1 км к востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.33605,48.585974997,1,564
Кабы-Копрынское поселение II,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 0, 9 км к востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.336050001,48.583827776,1,565
Кабы-Копрынское поселение III,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 0, 8-0, 85 км к востоку-юго-востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.330533333,48.57447222,1,566
Кабы-Копрынское поселение IV,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 2 км к северо-востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.352838889,48.585288887,1,567
Кабы-Копрынское поселение V,"Республика Татарстан, Апастовский район, с. Кабы-Копры, 1, 5 км к юго-востоку",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.326577779,48.587777776,1,568
Каенлинское кладбище,"Республика Татарстан, Нижнекамский район, с. Каенлы, северо-западная окраина села",XIII- XIV вв. н.э. ,55.49462853,51.715068144,1,569
Казакларское кладбище,"Республика Татарстан, Рыбно-Слободский район, с. Мамли-Козяково-Челны,к западу",XVI-XVII вв. н.э.,55.650030557,50.669433331,1,570
Казанская стоянка,"Республика Татарстан, г. Казань, Ново-Савиновский район, на северном берегу водохранилища, на краю надпуговой террасы правого бер. Р. Казанки, 0, 8-0, 9 км. к северу от ул. Подлужной",X-IX вв. до н.э.,55.808630556,49.134474998,1,571
